GAME_DATE,HOME_TEAM_ID,HOME_TEAM_NAME,_2pointer_PCT_HOME,_3pointer_PCT_HOME,FreeThrow_PCT_HOME,Assists_HOME,Rebounds_HOME,VISITOR_TEAM_ID,VISITOR_TEAM_NAME,_2pointer_PCT_AWAY,_3pointer_PCT_AWAY,FreeThrow_PCT_AWAY,Assists_AWAY,Rebounds_AWAY,HOME_TEAM_WINS
2009-01-14,1610612749,Bucks,0.494,0.214,0.714,18.0,39.0,1610612748,Heat,0.481,0.533,0.75,24.0,34.0,0
2009-01-14,1610612760,Thunder,0.549,0.5,0.868,17.0,48.0,1610612762,Jazz,0.422,0.286,0.704,22.0,26.0,1
2009-01-14,1610612742,Mavericks,0.5,0.391,1.0,21.0,38.0,1610612740,Pelicans,0.494,0.375,0.824,21.0,35.0,0
2009-01-14,1610612759,Spurs,0.571,0.5,0.667,22.0,31.0,1610612747,Lakers,0.566,0.563,0.727,20.0,32.0,1
2009-01-14,1610612744,Warriors,0.443,0.4,0.61,24.0,60.0,1610612758,Kings,0.409,0.4,0.972,24.0,65.0,0
2009-01-14,1610612746,Clippers,0.425,0.214,0.714,18.0,46.0,1610612737,Hawks,0.493,0.412,0.75,20.0,35.0,0
2009-01-13,1610612765,Pistons,0.419,0.333,0.688,20.0,41.0,1610612766,Hornets,0.427,0.333,0.737,20.0,44.0,0
2009-01-13,1610612763,Grizzlies,0.42,0.125,0.737,10.0,37.0,1610612739,Cavaliers,0.529,0.571,0.643,19.0,39.0,0
2009-01-13,1610612750,Timberwolves,0.463,0.407,0.692,18.0,41.0,1610612748,Heat,0.458,0.25,0.789,23.0,40.0,0
2009-01-13,1610612745,Rockets,0.53,0.429,0.75,25.0,39.0,1610612747,Lakers,0.506,0.455,0.75,22.0,34.0,0
2009-01-13,1610612743,Nuggets,0.423,0.267,0.763,21.0,44.0,1610612742,Mavericks,0.412,0.304,0.833,18.0,47.0,1
2009-01-13,1610612756,Suns,0.514,0.524,0.8,26.0,43.0,1610612737,Hawks,0.416,0.267,0.75,10.0,45.0,1
2009-01-13,1610612758,Kings,0.451,0.444,0.806,23.0,32.0,1610612753,Magic,0.605,0.622,0.783,28.0,39.0,0
2009-01-12,1610612764,Wizards,0.438,0.462,0.882,20.0,42.0,1610612749,Bucks,0.475,0.278,0.889,25.0,36.0,0
2009-01-12,1610612738,Celtics,0.477,0.417,0.808,26.0,46.0,1610612761,Raptors,0.476,0.409,0.846,20.0,37.0,1
2009-01-12,1610612751,Nets,0.398,0.231,0.864,19.0,49.0,1610612760,Thunder,0.439,0.3,0.828,20.0,48.0,1
2009-01-12,1610612740,Pelicans,0.384,0.304,0.917,18.0,52.0,1610612752,Knicks,0.438,0.32,0.682,30.0,45.0,0
2009-01-12,1610612741,Bulls,0.434,0.154,0.794,21.0,38.0,1610612757,Trail Blazers,0.466,0.478,0.882,22.0,42.0,0
2009-01-12,1610612762,Jazz,0.459,0.444,0.919,24.0,40.0,1610612754,Pacers,0.5,0.591,0.842,34.0,40.0,1
2009-01-11,1610612761,Raptors,0.378,0.353,0.839,18.0,44.0,1610612738,Celtics,0.41,0.5,0.769,22.0,43.0,0
2009-01-11,1610612737,Hawks,0.471,0.364,0.741,22.0,24.0,1610612755,76ers,0.547,0.6,0.857,27.0,39.0,0
2009-01-11,1610612746,Clippers,0.43,0.316,0.821,26.0,42.0,1610612756,Suns,0.453,0.286,0.893,28.0,41.0,0
2009-01-11,1610612759,Spurs,0.506,0.231,1.0,23.0,38.0,1610612753,Magic,0.486,0.636,0.864,22.0,33.0,0
2009-01-11,1610612744,Warriors,0.481,0.435,0.821,21.0,46.0,1610612754,Pacers,0.441,0.364,0.844,23.0,43.0,1
2009-01-11,1610612758,Kings,0.506,0.5,0.706,24.0,40.0,1610612742,Mavericks,0.453,0.15,0.933,15.0,40.0,1
2009-01-11,1610612747,Lakers,0.446,0.529,0.806,26.0,53.0,1610612748,Heat,0.462,0.391,0.714,21.0,38.0,1
2009-01-10,1610612764,Wizards,0.523,0.333,0.714,17.0,32.0,1610612766,Hornets,0.507,0.45,0.813,26.0,28.0,0
2009-01-10,1610612750,Timberwolves,0.443,0.591,0.767,23.0,38.0,1610612749,Bucks,0.526,0.4,0.818,21.0,36.0,1
2009-01-10,1610612741,Bulls,0.435,0.357,0.722,16.0,37.0,1610612760,Thunder,0.408,0.1,0.824,25.0,59.0,0
2009-01-10,1610612745,Rockets,0.424,0.321,0.833,20.0,60.0,1610612752,Knicks,0.354,0.276,0.769,14.0,38.0,1
2009-01-10,1610612762,Jazz,0.535,0.455,0.75,29.0,37.0,1610612765,Pistons,0.359,0.182,0.8,15.0,37.0,1
2009-01-10,1610612757,Trail Blazers,0.482,0.294,0.839,24.0,39.0,1610612744,Warriors,0.507,0.375,0.818,24.0,32.0,1
2009-01-09,1610612753,Magic,0.488,0.571,0.781,28.0,54.0,1610612737,Hawks,0.35,0.4,0.697,16.0,38.0,1
2009-01-09,1610612755,76ers,0.481,0.375,0.8,19.0,38.0,1610612766,Hornets,0.486,0.313,0.667,26.0,37.0,1
2009-01-09,1610612761,Raptors,0.556,0.4,0.792,25.0,38.0,1610612763,Grizzlies,0.425,0.3,0.68,16.0,33.0,1
2009-01-09,1610612739,Cavaliers,0.508,0.5,0.727,15.0,30.0,1610612738,Celtics,0.412,0.263,0.706,25.0,42.0,1
2009-01-09,1610612740,Pelicans,0.513,0.524,0.727,25.0,38.0,1610612746,Clippers,0.471,0.35,0.583,17.0,35.0,1
2009-01-09,1610612760,Thunder,0.481,0.5,0.875,20.0,44.0,1610612745,Rockets,0.459,0.25,0.806,14.0,31.0,0
2009-01-09,1610612741,Bulls,0.487,0.474,0.867,29.0,41.0,1610612764,Wizards,0.461,0.308,0.75,14.0,37.0,1
2009-01-09,1610612749,Bucks,0.494,0.435,0.762,25.0,36.0,1610612751,Nets,0.528,0.533,0.667,30.0,35.0,1
2009-01-09,1610612743,Nuggets,0.417,0.154,0.824,12.0,38.0,1610612765,Pistons,0.425,0.2,0.675,12.0,46.0,0
2009-01-09,1610612758,Kings,0.416,0.364,0.805,23.0,46.0,1610612748,Heat,0.449,0.389,0.744,19.0,49.0,0
2009-01-09,1610612747,Lakers,0.564,0.313,0.757,28.0,34.0,1610612754,Pacers,0.488,0.355,0.867,30.0,34.0,1
2009-01-09,1610612756,Suns,0.627,0.5,0.864,27.0,43.0,1610612742,Mavericks,0.435,0.45,0.85,17.0,32.0,1
2009-01-08,1610612742,Mavericks,0.469,0.37,0.684,24.0,43.0,1610612752,Knicks,0.416,0.323,0.769,15.0,44.0,1
2009-01-08,1610612759,Spurs,0.512,0.379,0.875,29.0,39.0,1610612746,Clippers,0.443,0.462,0.667,16.0,34.0,1
2009-01-07,1610612737,Hawks,0.476,0.381,0.56,27.0,39.0,1610612753,Magic,0.5,0.444,0.722,21.0,43.0,0
2009-01-07,1610612739,Cavaliers,0.6,0.5,0.737,24.0,41.0,1610612766,Hornets,0.392,0.2,0.833,15.0,33.0,1
2009-01-07,1610612764,Wizards,0.464,0.278,0.556,24.0,28.0,1610612761,Raptors,0.544,0.533,0.85,18.0,39.0,0
2009-01-07,1610612738,Celtics,0.429,0.4,0.826,20.0,32.0,1610612745,Rockets,0.486,0.474,0.667,19.0,36.0,0
2009-01-07,1610612751,Nets,0.544,0.313,0.913,28.0,37.0,1610612763,Grizzlies,0.473,0.267,0.682,18.0,33.0,1
2009-01-07,1610612749,Bucks,0.471,0.368,0.783,29.0,37.0,1610612755,76ers,0.515,0.533,0.821,22.0,35.0,0
2009-01-07,1610612750,Timberwolves,0.522,0.429,0.677,23.0,57.0,1610612760,Thunder,0.398,0.273,0.875,23.0,38.0,1
2009-01-07,1610612743,Nuggets,0.486,0.476,0.75,24.0,41.0,1610612748,Heat,0.481,0.375,0.938,19.0,34.0,1
2009-01-07,1610612756,Suns,0.425,0.35,0.744,20.0,50.0,1610612754,Pacers,0.495,0.333,0.733,30.0,40.0,0
2009-01-07,1610612762,Jazz,0.519,0.455,0.705,27.0,55.0,1610612740,Pelicans,0.438,0.348,0.857,15.0,26.0,1
2009-01-07,1610612757,Trail Blazers,0.485,0.75,0.636,21.0,28.0,1610612765,Pistons,0.5,0.286,0.563,18.0,40.0,1
2009-01-07,1610612744,Warriors,0.484,0.313,0.647,25.0,43.0,1610612747,Lakers,0.451,0.263,0.931,22.0,51.0,0
2009-01-06,1610612766,Hornets,0.481,0.438,0.912,25.0,39.0,1610612738,Celtics,0.443,0.261,0.733,16.0,44.0,1
2009-01-06,1610612753,Magic,0.413,0.385,0.85,17.0,49.0,1610612764,Wizards,0.395,0.273,0.75,17.0,39.0,1
2009-01-06,1610612755,76ers,0.562,0.333,0.543,23.0,41.0,1610612745,Rockets,0.425,0.263,0.719,23.0,41.0,1
2009-01-06,1610612763,Grizzlies,0.416,0.154,0.84,18.0,37.0,1610612750,Timberwolves,0.473,0.364,0.8,20.0,38.0,0
2009-01-06,1610612760,Thunder,0.527,0.313,0.774,23.0,46.0,1610612752,Knicks,0.398,0.324,0.947,13.0,35.0,1
2009-01-06,1610612741,Bulls,0.386,0.182,0.917,21.0,42.0,1610612758,Kings,0.507,0.231,0.792,16.0,35.0,1
2009-01-06,1610612742,Mavericks,0.471,0.286,0.895,29.0,37.0,1610612746,Clippers,0.432,0.412,0.775,16.0,47.0,1
2009-01-06,1610612747,Lakers,0.419,0.471,0.773,24.0,39.0,1610612740,Pelicans,0.506,0.357,0.892,17.0,44.0,0
2009-01-05,1610612748,Heat,0.444,0.375,0.75,24.0,40.0,1610612759,Spurs,0.467,0.455,0.733,19.0,41.0,0
2009-01-05,1610612751,Nets,0.466,0.5,0.571,24.0,53.0,1610612758,Kings,0.422,0.263,0.789,24.0,38.0,1
2009-01-05,1610612749,Bucks,0.481,0.423,0.833,24.0,37.0,1610612761,Raptors,0.542,0.429,0.684,27.0,32.0,1
2009-01-05,1610612743,Nuggets,0.581,0.417,0.714,38.0,49.0,1610612754,Pacers,0.436,0.417,0.793,32.0,36.0,1
2009-01-05,1610612762,Jazz,0.489,0.231,0.769,26.0,49.0,1610612744,Warriors,0.5,0.45,0.758,20.0,38.0,1
2009-01-04,1610612761,Raptors,0.539,0.25,0.958,20.0,39.0,1610612753,Magic,0.461,0.441,0.708,27.0,31.0,1
2009-01-04,1610612764,Wizards,0.41,0.2,0.737,12.0,52.0,1610612739,Cavaliers,0.394,0.269,0.609,13.0,35.0,1
2009-01-04,1610612746,Clippers,0.412,0.5,0.75,19.0,41.0,1610612765,Pistons,0.393,0.294,0.813,20.0,47.0,0
2009-01-04,1610612763,Grizzlies,0.476,0.467,0.944,18.0,43.0,1610612742,Mavericks,0.421,0.278,0.765,15.0,34.0,1
2009-01-04,1610612752,Knicks,0.415,0.409,0.821,18.0,46.0,1610612738,Celtics,0.4,0.24,0.947,17.0,45.0,1
2009-01-04,1610612747,Lakers,0.493,0.4,0.788,18.0,41.0,1610612757,Trail Blazers,0.39,0.321,0.591,25.0,40.0,1
2009-01-03,1610612737,Hawks,0.589,0.4,0.929,27.0,29.0,1610612745,Rockets,0.481,0.429,0.85,22.0,38.0,1
2009-01-03,1610612766,Hornets,0.471,0.389,0.879,22.0,32.0,1610612749,Bucks,0.5,0.273,0.724,15.0,35.0,1
2009-01-03,1610612754,Pacers,0.5,0.333,0.857,19.0,46.0,1610612758,Kings,0.471,0.56,0.793,24.0,36.0,1
2009-01-03,1610612748,Heat,0.408,0.391,0.769,21.0,45.0,1610612751,Nets,0.398,0.35,0.826,17.0,47.0,1
2009-01-03,1610612741,Bulls,0.393,0.364,0.737,24.0,41.0,1610612750,Timberwolves,0.416,0.278,0.852,16.0,51.0,0
2009-01-03,1610612759,Spurs,0.532,0.577,0.643,27.0,32.0,1610612755,76ers,0.544,0.333,0.842,19.0,40.0,1
2009-01-03,1610612743,Nuggets,0.5,0.4,0.711,28.0,33.0,1610612740,Pelicans,0.5,0.318,0.792,22.0,34.0,1
2009-01-02,1610612753,Magic,0.382,0.296,0.667,19.0,54.0,1610612748,Heat,0.405,0.188,0.9,15.0,41.0,1
2009-01-02,1610612761,Raptors,0.482,0.444,0.588,20.0,40.0,1610612745,Rockets,0.341,0.259,0.714,19.0,46.0,1
2009-01-02,1610612738,Celtics,0.554,0.6,0.778,31.0,47.0,1610612764,Wizards,0.383,0.167,0.679,22.0,35.0,1
2009-01-02,1610612739,Cavaliers,0.506,0.467,0.75,25.0,51.0,1610612741,Bulls,0.366,0.278,0.818,16.0,42.0,1
2009-01-02,1610612751,Nets,0.38,0.467,0.75,24.0,52.0,1610612737,Hawks,0.444,0.429,0.5,24.0,42.0,1
2009-01-02,1610612752,Knicks,0.432,0.333,0.731,17.0,46.0,1610612754,Pacers,0.446,0.409,0.846,20.0,45.0,0
2009-01-02,1610612765,Pistons,0.488,0.0,0.75,13.0,45.0,1610612758,Kings,0.337,0.214,0.971,15.0,49.0,1
2009-01-02,1610612763,Grizzlies,0.397,0.143,0.762,11.0,38.0,1610612759,Spurs,0.479,0.273,0.81,22.0,36.0,0
2009-01-02,1610612750,Timberwolves,0.451,0.231,0.769,23.0,50.0,1610612744,Warriors,0.475,0.35,0.735,21.0,39.0,1
2009-01-02,1610612760,Thunder,0.584,0.615,0.846,25.0,30.0,1610612743,Nuggets,0.547,0.5,0.769,23.0,35.0,0
2009-01-02,1610612742,Mavericks,0.456,0.364,0.889,27.0,40.0,1610612755,76ers,0.449,0.357,0.688,16.0,39.0,1
2009-01-02,1610612749,Bucks,0.474,0.444,0.793,21.0,44.0,1610612766,Hornets,0.377,0.222,0.765,20.0,42.0,1
2009-01-02,1610612756,Suns,0.554,0.583,0.586,25.0,37.0,1610612746,Clippers,0.417,0.353,0.71,14.0,44.0,1
2009-01-02,1610612757,Trail Blazers,0.397,0.235,0.833,16.0,30.0,1610612740,Pelicans,0.513,0.471,0.857,20.0,34.0,0
2009-01-02,1610612747,Lakers,0.459,0.176,0.762,22.0,46.0,1610612762,Jazz,0.424,0.143,0.8,28.0,51.0,1
2008-12-31,1610612741,Bulls,0.42,0.4,0.833,19.0,38.0,1610612753,Magic,0.494,0.367,0.762,24.0,48.0,0
2008-12-31,1610612765,Pistons,0.471,0.25,0.636,18.0,42.0,1610612751,Nets,0.373,0.176,0.762,15.0,36.0,1
2008-12-31,1610612745,Rockets,0.411,0.211,0.724,18.0,40.0,1610612749,Bucks,0.451,0.333,0.786,19.0,34.0,1
2008-12-31,1610612761,Raptors,0.469,0.417,0.875,24.0,42.0,1610612743,Nuggets,0.512,0.444,0.786,23.0,41.0,0
2008-12-31,1610612760,Thunder,0.482,0.375,0.815,18.0,45.0,1610612744,Warriors,0.461,0.429,0.808,20.0,35.0,1
2008-12-31,1610612746,Clippers,0.405,0.222,0.889,18.0,41.0,1610612755,76ers,0.463,0.111,0.781,26.0,37.0,0
2008-12-30,1610612766,Hornets,0.427,0.231,0.684,20.0,44.0,1610612752,Knicks,0.424,0.333,0.875,17.0,43.0,0
2008-12-30,1610612754,Pacers,0.425,0.333,0.793,20.0,41.0,1610612737,Hawks,0.463,0.261,0.757,18.0,48.0,0
2008-12-30,1610612748,Heat,0.447,0.611,0.781,26.0,42.0,1610612739,Cavaliers,0.465,0.367,0.72,17.0,33.0,1
2008-12-30,1610612763,Grizzlies,0.387,0.267,0.771,18.0,34.0,1610612756,Suns,0.467,0.313,0.765,16.0,50.0,0
2008-12-30,1610612740,Pelicans,0.458,0.357,0.808,26.0,40.0,1610612764,Wizards,0.456,0.111,0.667,19.0,37.0,1
2008-12-30,1610612742,Mavericks,0.471,0.417,0.708,26.0,42.0,1610612750,Timberwolves,0.494,0.643,0.846,20.0,41.0,1
2008-12-30,1610612759,Spurs,0.48,0.625,0.696,27.0,29.0,1610612749,Bucks,0.512,0.417,0.813,20.0,43.0,0
2008-12-30,1610612757,Trail Blazers,0.452,0.4,0.76,14.0,44.0,1610612738,Celtics,0.403,0.214,0.935,13.0,29.0,1
2008-12-30,1610612758,Kings,0.381,0.364,0.774,16.0,52.0,1610612746,Clippers,0.357,0.333,0.926,15.0,46.0,1
2008-12-29,1610612737,Hawks,0.487,0.522,0.84,27.0,44.0,1610612743,Nuggets,0.455,0.333,0.696,20.0,27.0,1
2008-12-29,1610612765,Pistons,0.421,0.455,0.655,17.0,43.0,1610612753,Magic,0.403,0.407,0.643,20.0,36.0,1
2008-12-29,1610612751,Nets,0.4,0.158,0.769,17.0,41.0,1610612741,Bulls,0.475,0.458,0.684,23.0,43.0,0
2008-12-29,1610612750,Timberwolves,0.494,0.067,0.784,20.0,47.0,1610612763,Grizzlies,0.429,0.308,0.759,22.0,41.0,1
2008-12-29,1610612760,Thunder,0.528,0.333,0.677,21.0,35.0,1610612756,Suns,0.5,0.333,0.792,22.0,37.0,0
2008-12-29,1610612745,Rockets,0.4,0.333,0.842,21.0,39.0,1610612764,Wizards,0.462,0.091,0.842,24.0,42.0,0
2008-12-29,1610612762,Jazz,0.512,0.444,0.87,27.0,42.0,1610612755,76ers,0.487,0.111,0.72,22.0,38.0,1
2008-12-29,1610612744,Warriors,0.5,0.5,0.879,26.0,37.0,1610612761,Raptors,0.441,0.385,0.76,27.0,49.0,1
2008-12-28,1610612752,Knicks,0.447,0.343,0.71,25.0,36.0,1610612743,Nuggets,0.57,0.429,0.7,16.0,48.0,0
2008-12-28,1610612746,Clippers,0.38,0.091,0.625,17.0,38.0,1610612742,Mavericks,0.417,0.409,0.905,21.0,53.0,0
2008-12-28,1610612739,Cavaliers,0.408,0.35,0.686,17.0,46.0,1610612748,Heat,0.432,0.214,0.65,23.0,43.0,1
2008-12-28,1610612754,Pacers,0.5,0.75,0.727,24.0,46.0,1610612740,Pelicans,0.464,0.471,0.731,18.0,37.0,0
2008-12-28,1610612758,Kings,0.279,0.222,0.778,10.0,31.0,1610612738,Celtics,0.519,0.333,0.741,23.0,53.0,0
2008-12-28,1610612747,Lakers,0.516,0.455,0.813,33.0,47.0,1610612744,Warriors,0.494,0.5,0.727,23.0,33.0,1
2008-12-27,1610612737,Hawks,0.557,0.474,0.846,33.0,38.0,1610612741,Bulls,0.544,0.6,0.731,23.0,28.0,1
2008-12-27,1610612766,Hornets,0.481,0.375,0.724,19.0,42.0,1610612751,Nets,0.487,0.435,0.848,20.0,36.0,0
2008-12-27,1610612764,Wizards,0.45,0.2,0.688,31.0,47.0,1610612760,Thunder,0.481,0.417,0.842,23.0,42.0,1
2008-12-27,1610612750,Timberwolves,0.412,0.615,0.571,17.0,40.0,1610612753,Magic,0.537,0.5,0.8,20.0,42.0,0
2008-12-27,1610612745,Rockets,0.392,0.429,0.842,21.0,56.0,1610612762,Jazz,0.49,0.385,0.667,35.0,40.0,1
2008-12-27,1610612749,Bucks,0.304,0.083,0.818,14.0,44.0,1610612765,Pistons,0.43,0.188,0.8,16.0,53.0,0
2008-12-27,1610612759,Spurs,0.461,0.35,0.81,21.0,36.0,1610612763,Grizzlies,0.466,0.357,0.696,24.0,50.0,1
2008-12-27,1610612757,Trail Blazers,0.506,0.304,0.789,20.0,40.0,1610612761,Raptors,0.449,0.368,1.0,18.0,36.0,1
2008-12-26,1610612748,Heat,0.424,0.333,0.667,13.0,50.0,1610612741,Bulls,0.369,0.375,0.692,11.0,47.0,1
2008-12-26,1610612751,Nets,0.4,0.5,0.667,19.0,37.0,1610612766,Hornets,0.5,0.429,0.731,26.0,42.0,0
2008-12-26,1610612752,Knicks,0.389,0.367,0.765,15.0,48.0,1610612750,Timberwolves,0.514,0.542,0.838,20.0,36.0,0
2008-12-26,1610612765,Pistons,0.448,0.2,0.833,17.0,41.0,1610612760,Thunder,0.451,0.222,0.632,20.0,46.0,1
2008-12-26,1610612763,Grizzlies,0.526,0.154,0.6,24.0,38.0,1610612754,Pacers,0.537,0.273,0.722,22.0,40.0,1
2008-12-26,1610612740,Pelicans,0.446,0.214,0.792,18.0,47.0,1610612745,Rockets,0.361,0.263,0.815,13.0,39.0,1
2008-12-26,1610612743,Nuggets,0.434,0.484,0.96,23.0,41.0,1610612755,76ers,0.494,0.417,0.6,22.0,34.0,1
2008-12-26,1610612762,Jazz,0.45,0.182,0.852,26.0,41.0,1610612742,Mavericks,0.407,0.292,0.882,18.0,39.0,1
2008-12-26,1610612758,Kings,0.45,0.4,0.808,21.0,34.0,1610612761,Raptors,0.551,0.364,0.75,17.0,39.0,0
2008-12-26,1610612744,Warriors,0.458,0.37,0.852,20.0,35.0,1610612738,Celtics,0.471,0.5,0.68,18.0,39.0,1
2008-12-25,1610612753,Magic,0.405,0.464,0.682,19.0,48.0,1610612740,Pelicans,0.333,0.25,0.8,11.0,44.0,1
2008-12-25,1610612756,Suns,0.453,0.273,0.704,15.0,50.0,1610612759,Spurs,0.418,0.353,0.643,19.0,43.0,0
2008-12-25,1610612747,Lakers,0.462,0.4,0.8,27.0,35.0,1610612738,Celtics,0.468,0.227,0.75,22.0,40.0,1
2008-12-25,1610612739,Cavaliers,0.419,0.387,0.731,22.0,41.0,1610612764,Wizards,0.437,0.36,0.571,26.0,41.0,1
2008-12-25,1610612757,Trail Blazers,0.5,0.417,0.656,14.0,32.0,1610612742,Mavericks,0.488,0.333,0.833,21.0,42.0,0
2008-12-23,1610612737,Hawks,0.468,0.368,0.692,27.0,40.0,1610612760,Thunder,0.374,0.417,0.714,22.0,52.0,1
2008-12-23,1610612766,Hornets,0.417,0.231,0.607,21.0,52.0,1610612764,Wizards,0.322,0.278,0.917,9.0,41.0,1
2008-12-23,1610612739,Cavaliers,0.487,0.364,0.882,16.0,41.0,1610612745,Rockets,0.431,0.417,0.857,20.0,32.0,1
2008-12-23,1610612754,Pacers,0.494,0.611,0.769,31.0,37.0,1610612751,Nets,0.48,0.471,0.848,18.0,39.0,0
2008-12-23,1610612738,Celtics,0.457,0.5,0.853,27.0,40.0,1610612755,76ers,0.481,0.0,0.63,25.0,38.0,1
2008-12-23,1610612748,Heat,0.514,0.4,0.56,20.0,48.0,1610612744,Warriors,0.371,0.333,0.895,14.0,41.0,1
2008-12-23,1610612765,Pistons,0.424,0.385,0.75,26.0,44.0,1610612741,Bulls,0.474,0.316,0.833,23.0,46.0,1
2008-12-23,1610612749,Bucks,0.388,0.063,0.818,22.0,43.0,1610612762,Jazz,0.38,0.214,0.852,18.0,49.0,1
2008-12-23,1610612740,Pelicans,0.416,0.321,0.636,22.0,38.0,1610612747,Lakers,0.44,0.4,0.875,17.0,39.0,0
2008-12-23,1610612742,Mavericks,0.5,0.368,0.786,28.0,49.0,1610612763,Grizzlies,0.383,0.308,0.727,14.0,38.0,1
2008-12-23,1610612759,Spurs,0.487,0.385,0.75,19.0,35.0,1610612750,Timberwolves,0.427,0.267,0.781,10.0,38.0,1
2008-12-23,1610612757,Trail Blazers,0.459,0.321,0.889,18.0,41.0,1610612743,Nuggets,0.429,0.316,0.813,15.0,36.0,1
2008-12-22,1610612753,Magic,0.482,0.516,0.625,23.0,55.0,1610612744,Warriors,0.319,0.357,0.643,16.0,52.0,1
2008-12-22,1610612751,Nets,0.414,0.3,0.727,15.0,39.0,1610612745,Rockets,0.581,0.474,0.731,25.0,39.0,0
2008-12-22,1610612763,Grizzlies,0.455,0.429,0.85,22.0,36.0,1610612747,Lakers,0.541,0.4,0.704,24.0,37.0,0
2008-12-22,1610612759,Spurs,0.521,0.467,0.833,22.0,42.0,1610612758,Kings,0.397,0.333,0.818,16.0,38.0,1
2008-12-22,1610612743,Nuggets,0.458,0.273,0.718,23.0,43.0,1610612757,Trail Blazers,0.418,0.444,0.789,22.0,32.0,1
2008-12-22,1610612746,Clippers,0.329,0.389,0.783,17.0,38.0,1610612761,Raptors,0.45,0.368,0.75,26.0,48.0,0
2008-12-21,1610612737,Hawks,0.419,0.444,0.682,21.0,45.0,1610612765,Pistons,0.467,0.3,0.714,21.0,39.0,1
2008-12-21,1610612738,Celtics,0.658,0.5,0.583,33.0,47.0,1610612752,Knicks,0.434,0.394,0.769,26.0,23.0,1
2008-12-21,1610612764,Wizards,0.395,0.455,0.84,18.0,41.0,1610612742,Mavericks,0.46,0.167,0.857,23.0,46.0,0
2008-12-21,1610612760,Thunder,0.443,0.467,0.737,21.0,41.0,1610612739,Cavaliers,0.553,0.529,0.6,21.0,32.0,0
2008-12-20,1610612766,Hornets,0.469,0.579,0.696,26.0,39.0,1610612744,Warriors,0.455,0.556,0.833,18.0,43.0,0
2008-12-20,1610612753,Magic,0.486,0.4,0.615,20.0,40.0,1610612747,Lakers,0.414,0.333,0.96,14.0,40.0,1
2008-12-20,1610612755,76ers,0.438,0.0,0.889,24.0,45.0,1610612754,Pacers,0.434,0.375,0.944,18.0,39.0,0
2008-12-20,1610612750,Timberwolves,0.449,0.385,0.63,18.0,40.0,1610612745,Rockets,0.527,0.522,0.905,26.0,41.0,0
2008-12-20,1610612751,Nets,0.473,0.263,0.903,20.0,40.0,1610612748,Heat,0.513,0.4,0.733,21.0,35.0,0
2008-12-20,1610612740,Pelicans,0.456,0.294,0.786,15.0,36.0,1610612758,Kings,0.471,0.429,0.882,21.0,41.0,1
2008-12-20,1610612741,Bulls,0.461,0.438,0.708,16.0,42.0,1610612762,Jazz,0.481,0.182,0.909,21.0,33.0,1
2008-12-20,1610612749,Bucks,0.517,0.385,0.759,32.0,51.0,1610612746,Clippers,0.346,0.357,0.774,18.0,40.0,1
2008-12-20,1610612759,Spurs,0.488,0.457,0.538,26.0,48.0,1610612761,Raptors,0.455,0.333,0.867,13.0,38.0,1
2008-12-20,1610612756,Suns,0.494,0.5,0.821,26.0,39.0,1610612743,Nuggets,0.463,0.478,0.696,15.0,39.0,1
2008-12-19,1610612754,Pacers,0.443,0.222,0.731,22.0,55.0,1610612746,Clippers,0.432,0.176,0.762,21.0,48.0,0
2008-12-19,1610612764,Wizards,0.476,0.37,0.652,23.0,43.0,1610612755,76ers,0.493,0.429,0.824,23.0,34.0,0
2008-12-19,1610612737,Hawks,0.518,0.318,0.769,35.0,49.0,1610612744,Warriors,0.451,0.25,0.688,24.0,42.0,1
2008-12-19,1610612738,Celtics,0.595,0.5,0.824,40.0,35.0,1610612741,Bulls,0.506,0.5,0.786,23.0,31.0,1
2008-12-19,1610612751,Nets,0.484,0.538,0.95,28.0,48.0,1610612742,Mavericks,0.416,0.381,0.862,22.0,36.0,1
2008-12-19,1610612752,Knicks,0.387,0.333,0.8,17.0,43.0,1610612749,Bucks,0.467,0.348,0.929,25.0,43.0,0
2008-12-19,1610612765,Pistons,0.478,0.368,0.955,23.0,47.0,1610612762,Jazz,0.463,0.286,0.718,20.0,50.0,0
2008-12-19,1610612763,Grizzlies,0.431,0.188,0.783,15.0,23.0,1610612766,Hornets,0.658,0.364,0.667,35.0,41.0,0
2008-12-19,1610612748,Heat,0.438,0.444,0.708,14.0,38.0,1610612747,Lakers,0.473,0.438,0.526,16.0,40.0,1
2008-12-19,1610612760,Thunder,0.444,0.231,0.593,20.0,54.0,1610612761,Raptors,0.364,0.118,0.739,19.0,48.0,1
2008-12-19,1610612745,Rockets,0.488,0.353,0.731,26.0,42.0,1610612758,Kings,0.461,0.5,0.9,14.0,32.0,1
2008-12-19,1610612743,Nuggets,0.43,0.5,0.588,20.0,33.0,1610612739,Cavaliers,0.476,0.3,0.792,23.0,43.0,0
2008-12-18,1610612753,Magic,0.447,0.24,0.8,16.0,44.0,1610612759,Spurs,0.375,0.4,0.769,15.0,39.0,1
2008-12-18,1610612757,Trail Blazers,0.517,0.478,0.767,23.0,35.0,1610612756,Suns,0.569,0.667,0.862,28.0,32.0,1
2008-12-17,1610612737,Hawks,0.367,0.292,0.741,18.0,41.0,1610612738,Celtics,0.442,0.154,0.818,14.0,45.0,0
