,HOME_TEAM_ID,HOME_TEAM_NAME,2pointer_PCT_HOME,3pointer_PCT_HOME,FreeThrow_PCT_HOME,Assists_HOME,Rebounds_HOME,VISITOR_TEAM_ID,VISITOR_TEAM_NAME,2pointer_PCT_AWAY,3pointer_PCT_AWAY,FreeThrow_PCT_AWAY,Assists_AWAY,Rebounds_AWAY,HOME_TEAM_WINS
21748,1610612753,Magic,0.402,0.3,0.7040000000000001,24.0,53.0,1610612760,Thunder,0.422,0.303,0.643,18.0,57.0,0
21749,1610612738,Celtics,0.3979999999999999,0.324,0.7829999999999999,24.0,42.0,1610612749,Bucks,0.526,0.364,0.765,27.0,35.0,0
21750,1610612761,Raptors,0.4579999999999999,0.355,0.792,23.0,44.0,1610612766,Hornets,0.4529999999999999,0.5,0.762,23.0,38.0,0
21751,1610612752,Knicks,0.371,0.2,0.81,19.0,52.0,1610612748,Heat,0.476,0.48,0.765,18.0,40.0,0
21752,1610612763,Grizzlies,0.466,0.375,0.889,22.0,43.0,1610612754,Pacers,0.435,0.4,0.867,19.0,43.0,1
21753,1610612740,Pelicans,0.5,0.4,0.758,26.0,44.0,1610612742,Mavericks,0.484,0.519,0.941,25.0,38.0,1
21754,1610612759,Spurs,0.41,0.375,0.8079999999999999,20.0,42.0,1610612744,Warriors,0.506,0.5,1.0,31.0,35.0,0
21755,1610612746,Clippers,0.5660000000000001,0.4,0.73,27.0,41.0,1610612764,Wizards,0.495,0.382,0.655,22.0,43.0,1
21756,1610612758,Kings,0.4529999999999999,0.133,0.667,14.0,32.0,1610612762,Jazz,0.532,0.419,0.789,22.0,43.0,0
21757,1610612766,Hornets,0.488,0.25,0.7929999999999999,25.0,31.0,1610612749,Bucks,0.622,0.467,0.706,31.0,42.0,0
21758,1610612754,Pacers,0.494,0.278,0.8290000000000001,25.0,37.0,1610612750,Timberwolves,0.474,0.45,0.865,22.0,35.0,0
21759,1610612751,Nets,0.4039999999999999,0.281,0.667,22.0,50.0,1610612755,76ers,0.429,0.303,0.857,21.0,53.0,0
