,TEAM_NAME,SEASON,TEAM_ID,PTS_home,_2pointer_PCT_HOME,_3pointer_PCT_HOME,FreeThrow_PCT_HOME,Assists_HOME,Rebounds_HOME,HOME_TEAM_WINS,PTS_away,_2pointer_PCT_AWAY,_3pointer_PCT_AWAY,FreeThrow_PCT_AWAY,Assists_AWAY,Rebounds_AWAY,AWAY_TEAM_WINS
171,Kings,2010,1610612758,4047.0,0.445,0.329,0.733,806.0,1812.0,11,4104.0,0.455,0.341,0.724,869.0,1785.0,13
172,Kings,2012,1610612758,4289.0,0.466,0.376,0.774,867.0,1702.0,20,3930.0,0.43,0.34,0.757,841.0,1626.0,8
173,Kings,2013,1610612758,4188.0,0.456,0.328,0.772,782.0,1835.0,17,4053.0,0.441,0.328,0.745,765.0,1811.0,11
174,Kings,2014,1610612758,4156.0,0.461,0.327,0.761,833.0,1818.0,18,4154.0,0.452,0.353,0.759,834.0,1805.0,11
175,Kings,2015,1610612758,4410.0,0.468,0.366,0.723,979.0,1807.0,18,4330.0,0.462,0.355,0.715,1030.0,1821.0,15
176,Kings,2016,1610612758,4307.0,0.47,0.388,0.791,927.0,1657.0,17,4123.0,0.454,0.373,0.75,917.0,1710.0,15
177,Kings,2017,1610612758,4128.0,0.462,0.376,0.77,895.0,1702.0,14,3976.0,0.439,0.378,0.711,873.0,1652.0,13
178,Kings,2018,1610612758,4712.0,0.464,0.374,0.724,1042.0,1928.0,24,4651.0,0.465,0.379,0.715,1041.0,1797.0,15
179,Knicks,2003,1610612752,3833.0,0.447,0.354,0.787,826.0,1835.0,23,3709.0,0.439,0.363,0.799,869.0,1658.0,16
180,Knicks,2004,1610612752,4050.0,0.462,0.38,0.791,836.0,1657.0,22,3927.0,0.443,0.344,0.737,829.0,1701.0,11
181,Knicks,2005,1610612752,4027.0,0.46,0.312,0.726,731.0,1742.0,15,3815.0,0.453,0.418,0.717,737.0,1652.0,8
182,Knicks,2006,1610612752,4084.0,0.459,0.325,0.726,782.0,1805.0,19,3910.0,0.457,0.354,0.704,750.0,1743.0,14
183,Knicks,2007,1610612752,3974.0,0.446,0.33,0.697,722.0,1773.0,15,3974.0,0.434,0.343,0.754,808.0,1713.0,8
184,Knicks,2008,1610612752,4385.0,0.449,0.363,0.795,834.0,1766.0,20,4242.0,0.442,0.357,0.782,904.0,1690.0,12
185,Knicks,2009,1610612752,4244.0,0.46,0.336,0.794,870.0,1699.0,18,4129.0,0.451,0.355,0.776,902.0,1614.0,11
186,Knicks,2010,1610612752,4432.0,0.473,0.351,0.802,874.0,1643.0,23,4302.0,0.444,0.38,0.815,883.0,1674.0,19
187,Knicks,2012,1610612752,4210.0,0.459,0.39,0.757,811.0,1671.0,31,3986.0,0.439,0.356,0.756,768.0,1655.0,23
188,Knicks,2013,1610612752,4098.0,0.456,0.373,0.763,794.0,1664.0,19,3986.0,0.446,0.365,0.757,847.0,1643.0,18
189,Knicks,2014,1610612752,3750.0,0.43,0.332,0.768,816.0,1663.0,10,3785.0,0.43,0.374,0.766,930.0,1647.0,7
190,Knicks,2015,1610612752,4052.0,0.44,0.335,0.833,835.0,1838.0,18,4013.0,0.44,0.351,0.788,847.0,1800.0,14
191,Knicks,2016,1610612752,4300.0,0.462,0.358,0.782,884.0,1838.0,19,4256.0,0.434,0.339,0.79,902.0,1868.0,12
192,Knicks,2017,1610612752,4379.0,0.472,0.372,0.77,937.0,1863.0,19,4187.0,0.458,0.333,0.804,975.0,1748.0,10
193,Knicks,2018,1610612752,4342.0,0.441,0.343,0.762,855.0,1842.0,9,4233.0,0.426,0.335,0.758,791.0,1826.0,8
194,Lakers,2003,1610612747,4066.0,0.46,0.311,0.699,1010.0,1812.0,34,3986.0,0.448,0.331,0.697,938.0,1724.0,22
195,Lakers,2004,1610612747,4116.0,0.448,0.359,0.785,883.0,1805.0,22,3979.0,0.428,0.353,0.772,789.0,1734.0,12
196,Lakers,2005,1610612747,4188.0,0.463,0.346,0.755,919.0,1745.0,27,3966.0,0.445,0.352,0.743,815.0,1713.0,18
197,Lakers,2006,1610612747,4357.0,0.477,0.371,0.729,1040.0,1764.0,25,4117.0,0.456,0.324,0.767,810.0,1617.0,17
198,Lakers,2007,1610612747,4518.0,0.476,0.39,0.786,1054.0,1861.0,30,4386.0,0.479,0.371,0.761,949.0,1759.0,27
199,Lakers,2008,1610612747,4426.0,0.475,0.372,0.759,1032.0,1877.0,36,4342.0,0.474,0.359,0.777,876.0,1725.0,29
200,Lakers,2009,1610612747,4260.0,0.459,0.348,0.777,958.0,1843.0,34,4079.0,0.457,0.329,0.744,772.0,1792.0,23
201,Lakers,2010,1610612747,4249.0,0.468,0.349,0.782,945.0,1806.0,30,4072.0,0.46,0.354,0.766,856.0,1799.0,27
202,Lakers,2012,1610612747,4206.0,0.469,0.354,0.665,997.0,1914.0,29,4175.0,0.45,0.352,0.728,821.0,1760.0,16
203,Lakers,2013,1610612747,4262.0,0.46,0.372,0.761,1063.0,1680.0,14,4180.0,0.442,0.383,0.754,943.0,1685.0,13
204,Lakers,2014,1610612747,4041.0,0.439,0.314,0.711,885.0,1818.0,12,4032.0,0.432,0.367,0.766,830.0,1781.0,9
205,Lakers,2015,1610612747,3969.0,0.415,0.294,0.785,776.0,1803.0,12,4013.0,0.416,0.341,0.772,702.0,1720.0,5
206,Lakers,2016,1610612747,4410.0,0.464,0.359,0.753,903.0,1802.0,17,4165.0,0.437,0.326,0.758,813.0,1767.0,9
207,Lakers,2017,1610612747,4380.0,0.458,0.324,0.72,1002.0,1979.0,20,4482.0,0.464,0.356,0.717,947.0,1824.0,15
208,Lakers,2018,1610612747,4551.0,0.472,0.326,0.693,1068.0,1931.0,22,4614.0,0.47,0.337,0.702,1028.0,1889.0,15
209,Magic,2003,1610612753,3878.0,0.431,0.343,0.741,755.0,1679.0,11,3833.0,0.429,0.34,0.731,829.0,1674.0,10
210,Magic,2004,1610612753,4225.0,0.47,0.352,0.759,839.0,1840.0,24,3935.0,0.442,0.332,0.754,744.0,1742.0,12
211,Magic,2005,1610612753,3964.0,0.48,0.34,0.742,753.0,1711.0,26,3820.0,0.467,0.411,0.72,742.0,1583.0,10
212,Magic,2006,1610612753,3922.0,0.477,0.33,0.716,752.0,1695.0,25,3849.0,0.47,0.362,0.692,773.0,1643.0,15
213,Magic,2007,1610612753,4286.0,0.479,0.402,0.713,850.0,1721.0,25,4281.0,0.471,0.377,0.736,856.0,1724.0,27
214,Magic,2008,1610612753,4151.0,0.458,0.366,0.71,795.0,1813.0,32,4135.0,0.455,0.387,0.727,798.0,1734.0,27
215,Magic,2009,1610612753,4322.0,0.483,0.375,0.743,810.0,1782.0,34,4104.0,0.457,0.38,0.695,805.0,1764.0,25
216,Magic,2010,1610612753,4067.0,0.466,0.35,0.691,837.0,1825.0,29,4068.0,0.457,0.372,0.708,799.0,1718.0,23
217,Magic,2012,1610612753,3900.0,0.453,0.358,0.75,930.0,1744.0,12,3818.0,0.444,0.287,0.771,941.0,1758.0,8
218,Magic,2013,1610612753,4105.0,0.464,0.357,0.781,892.0,1763.0,19,3809.0,0.428,0.35,0.748,834.0,1685.0,4
219,Magic,2014,1610612753,3980.0,0.455,0.345,0.75,867.0,1750.0,13,3867.0,0.452,0.351,0.723,825.0,1679.0,12
220,Magic,2015,1610612753,4285.0,0.463,0.363,0.747,1014.0,1814.0,23,4084.0,0.45,0.336,0.769,919.0,1738.0,12
221,Magic,2016,1610612753,4109.0,0.435,0.328,0.741,884.0,1815.0,16,4179.0,0.445,0.33,0.756,936.0,1726.0,13
222,Magic,2017,1610612753,4253.0,0.454,0.345,0.748,939.0,1773.0,17,4226.0,0.452,0.351,0.776,982.0,1641.0,8
223,Magic,2018,1610612753,4483.0,0.465,0.359,0.785,1031.0,1887.0,25,4317.0,0.443,0.355,0.779,1064.0,1837.0,17
224,Mavericks,2003,1610612742,4489.0,0.482,0.368,0.806,1015.0,1914.0,36,4137.0,0.439,0.326,0.789,948.0,1798.0,16
225,Mavericks,2004,1610612742,4282.0,0.459,0.348,0.796,805.0,1824.0,29,4123.0,0.458,0.367,0.781,805.0,1696.0,29
226,Mavericks,2005,1610612742,4148.0,0.471,0.407,0.779,745.0,1775.0,34,3982.0,0.455,0.344,0.792,728.0,1686.0,26
227,Mavericks,2006,1610612742,4209.0,0.478,0.401,0.805,852.0,1737.0,36,3992.0,0.46,0.362,0.81,780.0,1698.0,31
228,Mavericks,2007,1610612742,4252.0,0.48,0.387,0.82,912.0,1821.0,34,3982.0,0.451,0.324,0.806,808.0,1705.0,17
229,Mavericks,2008,1610612742,4354.0,0.48,0.378,0.826,987.0,1781.0,32,3989.0,0.446,0.33,0.818,792.0,1723.0,18
230,Mavericks,2009,1610612742,4175.0,0.461,0.366,0.823,942.0,1723.0,28,4189.0,0.469,0.376,0.81,975.0,1697.0,27
231,Mavericks,2010,1610612742,4161.0,0.483,0.359,0.782,988.0,1738.0,29,4059.0,0.468,0.37,0.768,966.0,1660.0,28
232,Mavericks,2012,1610612742,4224.0,0.47,0.375,0.777,966.0,1721.0,24,4069.0,0.455,0.357,0.807,940.0,1716.0,17
233,Mavericks,2013,1610612742,4405.0,0.48,0.381,0.791,956.0,1707.0,26,4192.0,0.469,0.382,0.787,979.0,1647.0,23
234,Mavericks,2014,1610612742,4370.0,0.472,0.343,0.756,893.0,1732.0,27,4258.0,0.455,0.355,0.757,953.0,1734.0,23
235,Mavericks,2015,1610612742,4277.0,0.452,0.348,0.811,907.0,1776.0,23,4111.0,0.437,0.338,0.775,906.0,1756.0,19
236,Mavericks,2016,1610612742,4074.0,0.443,0.358,0.819,854.0,1662.0,21,3955.0,0.438,0.353,0.775,851.0,1501.0,12
237,Mavericks,2017,1610612742,4257.0,0.445,0.36,0.769,944.0,1759.0,15,4133.0,0.446,0.362,0.758,914.0,1624.0,9
238,Mavericks,2018,1610612742,4523.0,0.453,0.344,0.742,972.0,1878.0,24,4404.0,0.442,0.339,0.741,946.0,1838.0,9
239,Nets,2003,1610612751,3793.0,0.453,0.352,0.763,1052.0,1719.0,28,3608.0,0.43,0.315,0.732,957.0,1616.0,19
240,Nets,2004,1610612751,3765.0,0.434,0.35,0.79,936.0,1645.0,24,3731.0,0.427,0.37,0.752,836.0,1597.0,18
241,Nets,2005,1610612751,3920.0,0.447,0.315,0.77,1029.0,1705.0,29,3771.0,0.434,0.334,0.743,855.0,1656.0,20
242,Nets,2006,1610612751,4077.0,0.456,0.355,0.741,1043.0,1725.0,24,3924.0,0.457,0.361,0.715,919.0,1622.0,17
243,Nets,2007,1610612751,3985.0,0.441,0.342,0.757,994.0,1773.0,21,3872.0,0.446,0.341,0.725,931.0,1660.0,13
244,Nets,2008,1610612751,4018.0,0.446,0.363,0.782,847.0,1678.0,19,4026.0,0.452,0.385,0.776,789.0,1587.0,15
245,Nets,2009,1610612751,3771.0,0.424,0.3,0.775,796.0,1680.0,8,3804.0,0.435,0.335,0.784,744.0,1575.0,4
246,Nets,2010,1610612751,3925.0,0.445,0.382,0.751,871.0,1718.0,19,3797.0,0.438,0.308,0.775,852.0,1631.0,5
247,Nets,2012,1610612751,4001.0,0.452,0.362,0.719,807.0,1773.0,26,3943.0,0.448,0.35,0.745,861.0,1734.0,23
248,Nets,2013,1610612751,4123.0,0.478,0.381,0.753,887.0,1555.0,28,3956.0,0.442,0.342,0.756,827.0,1573.0,16
249,Nets,2014,1610612751,4060.0,0.449,0.327,0.733,871.0,1760.0,19,3978.0,0.455,0.327,0.763,845.0,1713.0,19
250,Nets,2015,1610612751,4056.0,0.464,0.359,0.735,929.0,1721.0,14,4033.0,0.444,0.338,0.769,900.0,1756.0,7
251,Nets,2016,1610612751,4280.0,0.437,0.333,0.788,864.0,1847.0,13,4393.0,0.454,0.342,0.786,892.0,1753.0,7
252,Nets,2017,1610612751,4340.0,0.437,0.356,0.782,939.0,1812.0,15,4401.0,0.447,0.356,0.776,1002.0,1832.0,13
253,Nets,2018,1610612751,4667.0,0.458,0.357,0.749,989.0,1960.0,23,4537.0,0.441,0.349,0.745,965.0,1859.0,19
254,Nuggets,2003,1610612743,4121.0,0.453,0.341,0.758,1044.0,1801.0,29,3851.0,0.436,0.329,0.772,750.0,1669.0,14
255,Nuggets,2004,1610612743,4200.0,0.468,0.354,0.759,1085.0,1759.0,31,3961.0,0.451,0.319,0.76,873.0,1681.0,18
256,Nuggets,2005,1610612743,4255.0,0.467,0.332,0.727,1046.0,1802.0,26,3972.0,0.458,0.327,0.759,875.0,1587.0,18
257,Nuggets,2006,1610612743,4370.0,0.465,0.32,0.736,1017.0,1813.0,23,4269.0,0.468,0.346,0.756,903.0,1746.0,22
258,Nuggets,2007,1610612743,4631.0,0.468,0.348,0.761,1118.0,1922.0,33,4443.0,0.473,0.355,0.743,906.0,1694.0,17
259,Nuggets,2008,1610612743,4420.0,0.475,0.366,0.748,1024.0,1743.0,33,4135.0,0.465,0.369,0.769,796.0,1669.0,21
260,Nuggets,2009,1610612743,4509.0,0.477,0.355,0.762,982.0,1714.0,34,4220.0,0.458,0.358,0.78,737.0,1680.0,19
261,Nuggets,2010,1610612743,4583.0,0.487,0.381,0.758,984.0,1790.0,33,4228.0,0.464,0.379,0.773,829.0,1653.0,17
262,Nuggets,2012,1610612743,4446.0,0.487,0.363,0.709,1052.0,1857.0,38,4258.0,0.472,0.321,0.689,950.0,1836.0,19
263,Nuggets,2013,1610612743,4345.0,0.446,0.359,0.729,962.0,1923.0,22,4214.0,0.449,0.356,0.725,876.0,1803.0,14
264,Nuggets,2014,1610612743,4271.0,0.439,0.34,0.743,916.0,1878.0,19,4049.0,0.43,0.314,0.723,872.0,1787.0,11
265,Nuggets,2015,1610612743,4250.0,0.444,0.333,0.778,926.0,1820.0,18,4105.0,0.44,0.341,0.762,932.0,1839.0,15
266,Nuggets,2016,1610612743,4669.0,0.483,0.382,0.772,1143.0,1883.0,22,4492.0,0.459,0.355,0.773,934.0,1920.0,18
267,Nuggets,2017,1610612743,4576.0,0.478,0.367,0.752,1108.0,1872.0,31,4444.0,0.463,0.368,0.79,951.0,1778.0,15
268,Nuggets,2018,1610612743,4679.0,0.486,0.355,0.774,1157.0,1934.0,34,4396.0,0.448,0.344,0.753,1088.0,1870.0,20
269,Pacers,2003,1610612754,3743.0,0.427,0.346,0.767,958.0,1763.0,34,3750.0,0.445,0.348,0.751,816.0,1654.0,27
270,Pacers,2004,1610612754,3851.0,0.437,0.35,0.793,781.0,1693.0,25,3775.0,0.43,0.347,0.787,708.0,1593.0,19
271,Pacers,2005,1610612754,3943.0,0.454,0.36,0.741,860.0,1806.0,27,3756.0,0.436,0.332,0.736,771.0,1651.0,14
272,Pacers,2006,1610612754,4029.0,0.448,0.341,0.766,874.0,1759.0,22,3811.0,0.431,0.334,0.747,806.0,1672.0,13
273,Pacers,2007,1610612754,4351.0,0.443,0.391,0.778,932.0,1823.0,21,4176.0,0.445,0.363,0.756,932.0,1714.0,15
274,Pacers,2008,1610612754,4376.0,0.456,0.393,0.786,861.0,1878.0,25,4241.0,0.456,0.369,0.822,914.0,1707.0,11
275,Pacers,2009,1610612754,4217.0,0.45,0.349,0.779,867.0,1782.0,23,4046.0,0.436,0.345,0.775,863.0,1621.0,9
276,Pacers,2010,1610612754,4229.0,0.453,0.35,0.785,815.0,1861.0,24,3954.0,0.435,0.349,0.771,796.0,1710.0,13
277,Pacers,2012,1610612754,4002.0,0.44,0.377,0.743,841.0,1935.0,30,3672.0,0.435,0.32,0.756,804.0,1779.0,20
278,Pacers,2013,1610612754,4040.0,0.462,0.339,0.789,859.0,1895.0,35,3893.0,0.438,0.374,0.769,792.0,1770.0,21
279,Pacers,2014,1610612754,4036.0,0.448,0.359,0.736,879.0,1880.0,23,3945.0,0.433,0.345,0.78,878.0,1798.0,15
280,Pacers,2015,1610612754,4219.0,0.457,0.346,0.756,862.0,1825.0,26,4158.0,0.445,0.351,0.771,879.0,1801.0,19
281,Pacers,2016,1610612754,4383.0,0.474,0.375,0.808,891.0,1739.0,29,4235.0,0.458,0.368,0.804,953.0,1705.0,13
282,Pacers,2017,1610612754,4384.0,0.478,0.369,0.76,924.0,1778.0,27,4370.0,0.468,0.363,0.798,914.0,1738.0,21
283,Pacers,2018,1610612754,4456.0,0.479,0.38,0.743,1093.0,1827.0,29,4401.0,0.473,0.365,0.76,1035.0,1701.0,19
284,Pelicans,2003,1610612740,3840.0,0.431,0.34,0.738,942.0,1745.0,25,3689.0,0.411,0.301,0.764,774.0,1764.0,16
285,Pelicans,2004,1610612740,3703.0,0.429,0.291,0.771,934.0,1649.0,11,3549.0,0.401,0.314,0.777,790.0,1651.0,7
286,Pelicans,2005,1610612740,3901.0,0.453,0.335,0.764,779.0,1698.0,24,3710.0,0.429,0.353,0.753,740.0,1599.0,14
287,Pelicans,2006,1610612740,3926.0,0.446,0.38,0.739,786.0,1808.0,24,3907.0,0.448,0.349,0.753,751.0,1729.0,15
288,Pelicans,2007,1610612740,4186.0,0.473,0.366,0.765,963.0,1720.0,30,4084.0,0.458,0.398,0.77,822.0,1711.0,26
289,Pelicans,2008,1610612740,3948.0,0.463,0.347,0.808,858.0,1661.0,28,3909.0,0.452,0.364,0.806,751.0,1594.0,21
290,Pelicans,2009,1610612740,4136.0,0.466,0.374,0.775,971.0,1715.0,24,4084.0,0.466,0.349,0.766,857.0,1587.0,13
291,Pelicans,2010,1610612740,3929.0,0.47,0.354,0.745,898.0,1648.0,28,3855.0,0.449,0.371,0.787,793.0,1644.0,18
292,Pelicans,2012,1610612740,3814.0,0.449,0.36,0.752,923.0,1746.0,16,3900.0,0.449,0.357,0.807,798.0,1668.0,11
293,Pelicans,2013,1610612740,4148.0,0.465,0.382,0.778,888.0,1778.0,22,4029.0,0.455,0.363,0.765,857.0,1641.0,12
294,Pelicans,2014,1610612740,4168.0,0.469,0.374,0.751,958.0,1826.0,28,3979.0,0.448,0.369,0.745,848.0,1737.0,17
295,Pelicans,2015,1610612740,4343.0,0.459,0.392,0.785,971.0,1742.0,21,4080.0,0.439,0.324,0.774,847.0,1752.0,9
296,Pelicans,2016,1610612740,4413.0,0.456,0.343,0.765,971.0,1855.0,21,4143.0,0.446,0.351,0.73,898.0,1727.0,13
297,Pelicans,2017,1610612740,4647.0,0.498,0.348,0.79,1160.0,1778.0,24,4611.0,0.471,0.37,0.757,1061.0,1906.0,24
298,Pelicans,2018,1610612740,4720.0,0.472,0.339,0.758,1113.0,1919.0,19,4746.0,0.477,0.35,0.757,1103.0,1959.0,14
299,Pistons,2003,1610612765,3752.0,0.444,0.357,0.732,925.0,1799.0,31,3636.0,0.428,0.324,0.776,777.0,1707.0,23
300,Pistons,2004,1610612765,3814.0,0.434,0.338,0.761,916.0,1856.0,32,3839.0,0.456,0.355,0.717,871.0,1705.0,22
301,Pistons,2005,1610612765,4082.0,0.461,0.378,0.733,1030.0,1749.0,37,3859.0,0.451,0.399,0.719,941.0,1573.0,27
302,Pistons,2006,1610612765,3968.0,0.456,0.355,0.785,928.0,1635.0,26,3904.0,0.455,0.332,0.754,840.0,1687.0,27
303,Pistons,2007,1610612765,4092.0,0.469,0.364,0.758,996.0,1738.0,34,3900.0,0.448,0.369,0.78,835.0,1659.0,25
304,Pistons,2008,1610612765,3878.0,0.463,0.326,0.739,878.0,1685.0,21,3849.0,0.448,0.358,0.744,811.0,1712.0,18
305,Pistons,2009,1610612765,3831.0,0.439,0.282,0.748,832.0,1685.0,17,3878.0,0.454,0.329,0.709,759.0,1610.0,10
306,Pistons,2010,1610612765,4134.0,0.477,0.387,0.762,928.0,1589.0,21,3817.0,0.444,0.353,0.72,802.0,1578.0,9
307,Pistons,2012,1610612765,3928.0,0.461,0.359,0.698,895.0,1741.0,18,3850.0,0.441,0.348,0.705,847.0,1713.0,11
308,Pistons,2013,1610612765,4146.0,0.453,0.291,0.668,905.0,1855.0,17,4140.0,0.442,0.334,0.669,809.0,1866.0,12
309,Pistons,2014,1610612765,4150.0,0.441,0.357,0.707,950.0,1802.0,18,3927.0,0.425,0.322,0.699,821.0,1879.0,14
310,Pistons,2015,1610612765,4307.0,0.451,0.354,0.705,852.0,1948.0,26,4054.0,0.43,0.334,0.645,742.0,1850.0,18
311,Pistons,2016,1610612765,4222.0,0.454,0.347,0.714,938.0,1934.0,24,4087.0,0.444,0.306,0.73,794.0,1812.0,13
312,Pistons,2017,1610612765,4335.0,0.459,0.378,0.74,973.0,1845.0,25,4174.0,0.441,0.366,0.743,895.0,1741.0,14
313,Pistons,2018,1610612765,4455.0,0.45,0.345,0.746,959.0,1896.0,26,4323.0,0.432,0.347,0.76,886.0,1792.0,15
314,Raptors,2003,1610612761,3582.0,0.427,0.33,0.742,810.0,1641.0,18,3424.0,0.408,0.367,0.752,764.0,1608.0,15
315,Raptors,2004,1610612761,4163.0,0.451,0.412,0.77,874.0,1641.0,22,4015.0,0.438,0.358,0.77,796.0,1647.0,11
316,Raptors,2005,1610612761,4220.0,0.456,0.364,0.803,813.0,1624.0,15,4067.0,0.454,0.377,0.778,780.0,1531.0,12
317,Raptors,2006,1610612761,4191.0,0.479,0.387,0.778,966.0,1653.0,30,3966.0,0.449,0.326,0.794,856.0,1582.0,17
318,Raptors,2007,1610612761,4188.0,0.476,0.404,0.826,994.0,1678.0,25,4027.0,0.463,0.375,0.808,959.0,1608.0,16
319,Raptors,2008,1610612761,4168.0,0.471,0.39,0.849,945.0,1652.0,18,3953.0,0.448,0.36,0.799,890.0,1663.0,15
320,Raptors,2009,1610612761,4286.0,0.482,0.348,0.758,905.0,1719.0,25,4248.0,0.487,0.396,0.764,899.0,1594.0,15
321,Raptors,2010,1610612761,4110.0,0.483,0.296,0.754,940.0,1622.0,16,4014.0,0.452,0.321,0.753,855.0,1684.0,6
322,Raptors,2012,1610612761,3968.0,0.445,0.337,0.772,896.0,1664.0,21,4003.0,0.446,0.336,0.798,869.0,1633.0,13
323,Raptors,2013,1610612761,4241.0,0.447,0.373,0.791,894.0,1771.0,26,4064.0,0.447,0.368,0.769,843.0,1716.0,22
324,Raptors,2014,1610612761,4211.0,0.46,0.359,0.788,887.0,1724.0,27,4316.0,0.451,0.343,0.792,814.0,1683.0,22
325,Raptors,2015,1610612761,4303.0,0.461,0.377,0.776,774.0,1775.0,32,4119.0,0.444,0.355,0.781,762.0,1785.0,24
326,Raptors,2016,1610612761,4547.0,0.476,0.391,0.808,789.0,1818.0,28,4215.0,0.455,0.338,0.784,728.0,1729.0,23
327,Raptors,2017,1610612761,4713.0,0.472,0.367,0.778,1033.0,1877.0,35,4557.0,0.475,0.352,0.799,988.0,1768.0,25
328,Raptors,2018,1610612761,4721.0,0.48,0.365,0.808,1058.0,1835.0,32,4663.0,0.472,0.365,0.809,1027.0,1871.0,26
329,Rockets,2003,1610612745,3726.0,0.451,0.36,0.748,840.0,1789.0,27,3636.0,0.434,0.371,0.798,739.0,1705.0,18
330,Rockets,2004,1610612745,3810.0,0.437,0.353,0.752,895.0,1756.0,26,3986.0,0.451,0.378,0.819,838.0,1719.0,25
331,Rockets,2005,1610612745,3665.0,0.428,0.296,0.75,793.0,1748.0,15,3722.0,0.439,0.36,0.759,787.0,1666.0,19
332,Rockets,2006,1610612745,3991.0,0.451,0.376,0.736,876.0,1778.0,28,3962.0,0.441,0.365,0.774,828.0,1775.0,24
333,Rockets,2007,1610612745,4012.0,0.454,0.341,0.703,928.0,1865.0,31,3919.0,0.444,0.336,0.747,829.0,1796.0,24
334,Rockets,2008,1610612745,4094.0,0.457,0.371,0.811,867.0,1834.0,33,3976.0,0.451,0.377,0.801,795.0,1690.0,20
335,Rockets,2009,1610612745,4238.0,0.458,0.346,0.75,915.0,1707.0,23,4157.0,0.439,0.358,0.798,875.0,1735.0,19
336,Rockets,2010,1610612745,4334.0,0.452,0.347,0.799,968.0,1818.0,25,4351.0,0.459,0.386,0.806,987.0,1693.0,18
337,Rockets,2012,1610612745,4441.0,0.469,0.372,0.761,974.0,1821.0,29,4247.0,0.453,0.36,0.749,928.0,1740.0,16
338,Rockets,2013,1610612745,4479.0,0.479,0.359,0.719,883.0,1909.0,33,4350.0,0.468,0.354,0.709,872.0,1808.0,21
339,Rockets,2014,1610612745,4246.0,0.442,0.353,0.723,915.0,1795.0,30,4276.0,0.447,0.344,0.713,905.0,1787.0,26
340,Rockets,2015,1610612745,4357.0,0.454,0.355,0.696,936.0,1786.0,23,4380.0,0.451,0.341,0.703,885.0,1745.0,18
341,Rockets,2016,1610612745,4805.0,0.464,0.356,0.754,1076.0,1854.0,30,4653.0,0.463,0.356,0.776,994.0,1784.0,25
342,Rockets,2017,1610612745,4794.0,0.464,0.357,0.765,934.0,1856.0,35,4523.0,0.457,0.369,0.793,848.0,1745.0,31
343,Rockets,2018,1610612745,4788.0,0.454,0.36,0.782,887.0,1750.0,31,4553.0,0.448,0.347,0.802,854.0,1699.0,22
344,Spurs,2003,1610612759,3865.0,0.455,0.37,0.684,859.0,1852.0,33,3636.0,0.429,0.347,0.678,817.0,1846.0,24
345,Spurs,2004,1610612759,3974.0,0.474,0.397,0.723,919.0,1752.0,38,3914.0,0.435,0.33,0.731,852.0,1724.0,21
346,Spurs,2005,1610612759,3954.0,0.477,0.372,0.678,878.0,1768.0,34,3883.0,0.467,0.383,0.721,839.0,1631.0,29
347,Spurs,2006,1610612759,4038.0,0.477,0.362,0.732,914.0,1718.0,31,4041.0,0.475,0.391,0.784,900.0,1620.0,27
348,Spurs,2007,1610612759,4015.0,0.468,0.381,0.762,920.0,1726.0,34,3805.0,0.447,0.357,0.753,798.0,1657.0,22
349,Spurs,2008,1610612759,4013.0,0.481,0.4,0.735,893.0,1649.0,28,3945.0,0.451,0.38,0.792,843.0,1717.0,26
350,Spurs,2009,1610612759,4324.0,0.493,0.395,0.737,998.0,1746.0,29,3988.0,0.456,0.336,0.745,831.0,1762.0,21
351,Spurs,2010,1610612759,4344.0,0.49,0.421,0.763,988.0,1718.0,36,4158.0,0.463,0.37,0.759,848.0,1714.0,25
352,Spurs,2012,1610612759,4289.0,0.499,0.388,0.792,1082.0,1729.0,35,4159.0,0.466,0.366,0.786,976.0,1658.0,23
353,Spurs,2013,1610612759,4360.0,0.5,0.422,0.777,1103.0,1769.0,32,4279.0,0.475,0.372,0.784,961.0,1779.0,30
354,Spurs,2014,1610612759,4404.0,0.49,0.389,0.765,1062.0,1813.0,33,4057.0,0.449,0.334,0.798,938.0,1765.0,22
355,Spurs,2015,1610612759,4311.0,0.488,0.386,0.806,1048.0,1845.0,40,4179.0,0.481,0.373,0.81,962.0,1756.0,27
356,Spurs,2016,1610612759,4331.0,0.473,0.404,0.789,1044.0,1788.0,31,4306.0,0.468,0.384,0.805,910.0,1810.0,30
357,Spurs,2017,1610612759,4325.0,0.474,0.36,0.805,967.0,1820.0,33,4191.0,0.441,0.346,0.752,920.0,1836.0,13
358,Spurs,2018,1610612759,4625.0,0.487,0.422,0.815,1032.0,1851.0,32,4531.0,0.472,0.372,0.824,981.0,1816.0,16
359,Suns,2003,1610612756,3926.0,0.453,0.369,0.736,760.0,1673.0,18,3797.0,0.436,0.312,0.751,826.0,1657.0,11
360,Suns,2004,1610612756,4565.0,0.48,0.384,0.757,970.0,1838.0,31,4489.0,0.477,0.398,0.735,957.0,1781.0,31
361,Suns,2005,1610612756,4491.0,0.489,0.414,0.813,1059.0,1718.0,31,4395.0,0.471,0.38,0.8,1120.0,1710.0,23
362,Suns,2006,1610612756,4493.0,0.494,0.395,0.815,1016.0,1709.0,33,4544.0,0.496,0.406,0.791,1106.0,1611.0,28
363,Suns,2007,1610612756,4606.0,0.5,0.382,0.786,1042.0,1744.0,30,4420.0,0.501,0.393,0.789,1146.0,1659.0,25
